id	new_id	description	old_id	gene_name	transcript_length
4903	PBANKA_1441900	DNA helicase 60, putative	PBANKA_144190	DH60	2148
4904	PBANKA_1442000	potassium channel K1	PBANKA_144200	K1	5811
4905	PBANKA_1442100	conserved Plasmodium protein, unknown function	PBANKA_144210		3492
4906	PBANKA_1442200	protein SOC2	PBANKA_144220	SOC2	16119
4907	PBANKA_1442300	kinetochore protein SPC24, putative	PBANKA_144230	SPC24	2460
4908	PBANKA_1442400	protein KIC2, putative	PBANKA_144240		2358
4909	PBANKA_1442500	elongator complex protein 3, putative	PBANKA_144250	ELP3	3210
4910	PBANKA_1442600	RNA pseudouridylate synthase, putative	PBANKA_144260		1533
4911	PBANKA_1442700	WPP motif-containing protein, putative	PBANKA_144270		444
4912	PBANKA_1442800	leucine-rich repeat protein	PBANKA_144280	LRR13	1260
4913	PBANKA_1442900	conserved Plasmodium protein, unknown function	PBANKA_144290		2316
4914	PBANKA_1443000	NIMA related kinase 1, putative	PBANKA_144300	NEK1	2748
4915	PBANKA_1443100	conserved Plasmodium protein, unknown function	PBANKA_144310		3288
4916	PBANKA_1443200	RNA pseudouridylate synthase, putative	PBANKA_144320		1209
4917	PBANKA_1443300	merozoite surface protein 9, putative	PBANKA_144330		1857
4918	PBANKA_1443400	conserved Plasmodium protein, unknown function	PBANKA_144340		3060
4919	PBANKA_1443500	WD repeat-containing protein, putative	PBANKA_144350		7413
4920	PBANKA_1443600	conserved Plasmodium protein, unknown function	PBANKA_144360		4515
4921	PBANKA_1443700	conserved protein, unknown function	PBANKA_144370		2283
4922	PBANKA_1443800	multidrug resistance-associated protein 2	PBANKA_144380	MRP2	5808
4923	PBANKA_1443900	PhIL1-interacting candidate PIC1, putative	PBANKA_144390		2190
4924	PBANKA_1444000	macrophage migration inhibitory factor	PBANKA_144400	MIF	351
4925	PBANKA_1444100	T-complex protein 1 subunit gamma, putative	PBANKA_144410	CCT3	1629
4926	PBANKA_1444200	conserved Plasmodium protein, unknown function	PBANKA_144420		2568
4927	PBANKA_1444300	mitochondrial respiratory chain complex II subunit, putative	PBANKA_144430		249
4928	PBANKA_1444400	conserved Plasmodium protein, unknown function	PBANKA_144440		1896
4929	PBANKA_1444500	myosin J	PBANKA_144450	MyoJ	5457
4930	PBANKA_1444600	conserved Plasmodium protein, unknown function	PBANKA_144460		2055
4931	PBANKA_1444700	TBC domain-containing protein, putative	PBANKA_144470		5025
4932	PBANKA_1444800	thioredoxin-like associated protein 1, putative	PBANKA_144480	TLAP1	1338
4933	PBANKA_1444900	vacuolar transporter chaperone, putative	PBANKA_144490		2913
4934	PBANKA_1445000	subpellicular microtubule protein 2, putative	PBANKA_144500	SPM2	777
4935	PBANKA_1445100	ATP-dependent protease subunit ClpQ, putative	PBANKA_144510	ClpQ	624
4936	PBANKA_1445200	WD repeat-containing protein, putative	PBANKA_144520		1305
4937	PBANKA_1445300	sun-family protein, putative	PBANKA_144530		1131
4938	PBANKA_1445400	protein transport protein SEC13	PBANKA_144540	SEC13	2064
4939	PBANKA_1445500	pre-mRNA-splicing regulator WTAP, putative	PBANKA_144550	WTAP	1620
4940	PBANKA_1445600	serine/threonine protein kinase RIO1, putative	PBANKA_144560	RIO1	2391
4941	PBANKA_1445700	conserved Plasmodium protein, unknown function	PBANKA_144570		2661
4942	PBANKA_1445800	ras-related protein Rab-2, putative	PBANKA_144580	RAB2	642
4943	PBANKA_1445900	conserved Plasmodium protein, unknown function	PBANKA_144590		1101
4944	PBANKA_1446000	conserved Plasmodium protein, unknown function	PBANKA_144600		2751
4945	PBANKA_1446100	membrane protein ICM1	PBANKA_144610	ICM1	5313
4946	PBANKA_1446200	mitosis protein dim1, putative	PBANKA_144620		429
4947	PBANKA_1446300	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative	PBANKA_144630	PRP2	3174
4948	PBANKA_1446400	conserved protein, unknown function	PBANKA_144640		204
4949	PBANKA_1446500	asparagine-rich protein, putative	PBANKA_144650		5274
4950	PBANKA_1446600	WD repeat-containing protein, putative	PBANKA_144660		3093
4951	PBANKA_1446700	phenylalanine--tRNA ligase, putative	PBANKA_144670		1827
4952	PBANKA_1446800	60 kDa chaperonin, putative	PBANKA_144680	CPN60	2124
4953	PBANKA_1446900	dihydrolipoyl dehydrogenase, mitochondrial, putative	PBANKA_144690	LPD1	1551
4954	PBANKA_1447000	cytochrome b5, putative	PBANKA_144700		456
4955	PBANKA_1447100	CWC16 domain-containing protein, putative	PBANKA_144710		894
4956	PBANKA_1447200	CG2-related protein, putative	PBANKA_144720		2481
4957	PBANKA_1447300	conserved Plasmodium protein, unknown function	PBANKA_144730		966
4958	PBANKA_1447400	Nd9 protein, putative	PBANKA_144740	ND9	2508
4959	PBANKA_1447500	conserved Plasmodium protein, unknown function	PBANKA_144750		417
4960	PBANKA_1447600	nucleotidyltransferase, putative	PBANKA_144760		1470
4961	PBANKA_1447700	elongation factor G, putative	PBANKA_144770	EF-G	2334
4962	PBANKA_1447750	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4, putative	NA	OST4	96
4963	PBANKA_1447800	conserved protein, unknown function	PBANKA_144780		477
4964	PBANKA_1447900	conserved Plasmodium protein, unknown function	PBANKA_144790		4677
4965	PBANKA_1448000	pentatricopeptide repeat domain-containing protein 2, putative	PBANKA_144800	PPR2	3609
4966	PBANKA_1448100	conserved Plasmodium protein, unknown function	PBANKA_144810		1587
4967	PBANKA_1448200	asparagine/aspartate rich protein, putative	PBANKA_144820		14403
4968	PBANKA_1448300	homocysteine S-methyltransferase, putative	PBANKA_144830		1578
4969	PBANKA_1448400	conserved protein, unknown function	PBANKA_144840		636
4970	PBANKA_1448500	sentrin-specific protease 1, putative	PBANKA_144850	SENP1	2832
4971	PBANKA_1448600	conserved Plasmodium protein, unknown function	PBANKA_144860		1299
4972	PBANKA_1448700	bromodomain protein 5, putative	PBANKA_144870	BDP5	9444
4973	PBANKA_1448800	helicase, putative	PBANKA_144880		5184
4974	PBANKA_1448900	DNA polymerase epsilon subunit B, putative	PBANKA_144890		1872
4975	PBANKA_1449000	microgamete surface protein MiGS, putative	PBANKA_144900	MiGS	1734
4976	PBANKA_1449100	conserved Plasmodium protein, unknown function	PBANKA_144910		1059
4977	PBANKA_1449200	protein TOC75, putative	PBANKA_144920	TOC75	2922
4978	PBANKA_1449300	upregulated in late gametocytes ULG8, putative	PBANKA_144930	ULG8	1677
4979	PBANKA_1449400	splicing factor 3B subunit 3, putative	PBANKA_144940	SF3B3	3657
4980	PBANKA_1449500	CHCH domain-containing protein, putative	PBANKA_144950		444
4981	PBANKA_1449600	PIH1 domain-containing protein, putative	PBANKA_144960	PIH1	1260
4982	PBANKA_1449700	conserved protein, unknown function	PBANKA_144970		207
4983	PBANKA_1449800	inorganic pyrophosphatase, putative	PBANKA_144980	VP2	2967
4984	PBANKA_1449900	CCR4-NOT transcription complex subunit 4, putative	PBANKA_144990	NOT4	4176
4985	PBANKA_1450000	tetQ family GTPase, putative	PBANKA_145000		2967
4986	PBANKA_1450100	N6-adenosine-methyltransferase, putative	PBANKA_145010		1983
4987	PBANKA_1450200	serine hydroxymethyltransferase, putative	PBANKA_145020	SHMT	1329
4988	PBANKA_1450300	ATP synthase subunit beta, mitochondrial	PBANKA_145030	ATPbeta	1602
4989	PBANKA_1450400	peptidase, putative	PBANKA_145040		5619
4990	PBANKA_1450500	pre-mRNA-splicing factor SYF1, putative	PBANKA_145050	XAB2	2748
4991	PBANKA_1450600	vesicle transport v-SNARE protein VTI1, putative	PBANKA_145060		876
4992	PBANKA_1450700	clustered-asparagine-rich protein, putative	PBANKA_145070	CARP	1194
4993	PBANKA_1450800	conserved Plasmodium protein, unknown function	PBANKA_145080		2586
4994	PBANKA_1450900	conserved protein, unknown function	PBANKA_145090		1263
4995	PBANKA_1451000	conserved Plasmodium protein, unknown function	PBANKA_145100		1704
4996	PBANKA_1451100	conserved Plasmodium protein, unknown function	PBANKA_145110		804
4997	PBANKA_1451200	p25-alpha family protein, putative	PBANKA_145120		459
4998	PBANKA_1451250	conserved Plasmodium protein, unknown function	NA		177
4999	PBANKA_1451300	S-adenosyl-methyltransferase, putative	PBANKA_145130		1449
5000	PBANKA_1451400	protein-S-isoprenylcysteine O-methyltransferase, putative	PBANKA_145140	ICMT	1536
5001	PBANKA_1451500	conserved Plasmodium protein, unknown function	PBANKA_145150		1110
5002	PBANKA_1451600	SUMO-activating enzyme subunit 2, putative	PBANKA_145160	UBA2	1905
5003	PBANKA_1451700	conserved Plasmodium protein, unknown function	PBANKA_145170		5673
5004	PBANKA_1451800	conserved Plasmodium protein, unknown function	PBANKA_145180		4671
5005	PBANKA_1451900	conserved Plasmodium protein, unknown function	PBANKA_145190		933
5006	PBANKA_1452000	hydrolase, putative	PBANKA_145200		1209
5007	PBANKA_1452100	conserved Plasmodium protein, unknown function	PBANKA_145210		4560
5008	PBANKA_1452200	periodic tryptophan protein 1, putative	PBANKA_145220	PWP1	1506
5009	PBANKA_1452300	conserved protein, unknown function	PBANKA_145230		633
5010	PBANKA_1452400	ubiquitin-like modifier HUB1, putative	PBANKA_145240	HUB1	222
5011	PBANKA_1452500	conserved Plasmodium protein, unknown function	PBANKA_145250		2169
5012	PBANKA_1452600	calcyclin binding protein, putative	PBANKA_145260		681
5013	PBANKA_1452700	conserved Plasmodium protein, unknown function	PBANKA_145270		1062
5014	PBANKA_1452800	pre-mRNA-splicing factor CWC22, putative	PBANKA_145280	CWC22	2706
5015	PBANKA_1452900	conserved protein, unknown function	PBANKA_145290		759
5016	PBANKA_1453000	conserved Plasmodium protein, unknown function	PBANKA_145300		3438
5017	PBANKA_1453100	sphingomyelin phosphodiesterase, putative	PBANKA_145310		1521
5018	PBANKA_1453200	BTB/POZ domain-containing protein, putative	PBANKA_145320;PBANKA_1453200		1149
5019	PBANKA_1453200	BTB/POZ domain-containing protein, putative	PBANKA_145320;PBANKA_1453200		1179
5020	PBANKA_1453300	acyl-CoA synthetase, putative	PBANKA_145330	ACS11	2265
5021	PBANKA_1453400	protein kinase 2	PBANKA_145340	PK2	1512
5022	PBANKA_1453500	HD superfamily phosphohydrolase protein, putative	PBANKA_145350		2346
5023	PBANKA_1453600	ribosomal protein L23, mitochondrial, putative	PBANKA_145360		813
5024	PBANKA_1453700	AP2 domain transcription factor, putative	PBANKA_145370	ApiAP2	4458
5025	PBANKA_1453800	conserved Plasmodium protein, unknown function	PBANKA_145380		630
5026	PBANKA_1453900	conserved protein, unknown function	PBANKA_145390		558
5027	PBANKA_1454000	DNA gyrase subunit B, putative	PBANKA_145400	GyrB	2766
5028	PBANKA_1454100	ATP-dependent zinc metalloprotease FTSH 1, putative	PBANKA_145410	FTSH1	2589
5029	PBANKA_1454200	conserved Plasmodium protein, unknown function	PBANKA_145420		17196
5030	PBANKA_1454300	vacuolar protein sorting-associated protein 16, putative	PBANKA_145430	VPS16	2898
5031	PBANKA_1454400	3-hydroxyisobutyryl-CoA hydrolase, putative	PBANKA_145440		1542
5032	PBANKA_1454500	polyadenylation factor subunit 2, putative	PBANKA_145450	PFS2	1446
5033	PBANKA_1454600	conserved Plasmodium protein, unknown function	PBANKA_145460		6783
5034	PBANKA_1454700	ribosome-binding factor A, putative	PBANKA_145470		1662
5035	PBANKA_1454800	RNA-binding protein, putative	PBANKA_145480		5565
5036	PBANKA_1454900	conserved Plasmodium protein, unknown function	PBANKA_145490	UIS8	1401
5037	PBANKA_1455000	S-adenosylmethionine mitochondrial carrier protein, putative	PBANKA_145500	SAMC	789
5038	PBANKA_1455100	replication factor C subunit 4, putative	PBANKA_145510	RFC4	1011
5039	PBANKA_1455200	ATP-dependent RNA helicase DBP9, putative	PBANKA_145520	DBP9	2580
5040	PBANKA_1455300	tetratricopeptide repeat protein, putative	PBANKA_145530		1227
5041	PBANKA_1455400	sulfhydryl oxidase	PBANKA_145540	QSOX	1551
5042	PBANKA_1455500	conserved Plasmodium protein, unknown function	PBANKA_145550		225
5043	PBANKA_1455600	queuine tRNA-ribosyltransferase, putative	PBANKA_145560	TGT	1959
5044	PBANKA_1455700	conserved Plasmodium protein, unknown function	PBANKA_145570		555
5045	PBANKA_1455800	GAS8-like protein, putative	PBANKA_145580		1350
5046	PBANKA_1455900	conserved protein, unknown function	PBANKA_145590		1155
5047	PBANKA_1456000	protein farnesyltransferase subunit alpha, putative	PBANKA_145600		1530
5048	PBANKA_1456100	40S ribosomal protein S17, putative	PBANKA_145610		414
5049	PBANKA_1456200	rab specific GDP dissociation inhibitor, putative	PBANKA_145620	rabGDI	1365
5050	PBANKA_1456300	mitochondrial import inner membrane translocase subunit TIM13, putative	PBANKA_145630	TIM13	282
5051	PBANKA_1456400	syntaxin-16, putative	PBANKA_145640	STX16	978
5052	PBANKA_1456500	zinc finger protein, putative	PBANKA_145650		768
5053	PBANKA_1456600	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative	PBANKA_145660	OST5	252
5054	PBANKA_1456700	conserved Plasmodium protein, unknown function	PBANKA_145670		234
5055	PBANKA_1456800	vacuolar-sorting protein SNF7, putative	PBANKA_145680	SNF7	687
5056	PBANKA_1456900	translation initiation factor SUI1, putative	PBANKA_145690		348
5057	PBANKA_1457000	ubiquitin-conjugating enzyme E2, putative	PBANKA_145700		1239
5058	PBANKA_1457100	WD repeat-containing protein 82, putative	PBANKA_145710	WDR82	1125
5059	PBANKA_1457200	double C2-like domain-containing protein, putative	PBANKA_145720	DOC2	5223
5060	PBANKA_1457300	glucose inhibited division protein a homologue, putative	PBANKA_145730		2814
5061	PBANKA_1457400	N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative	PBANKA_145740		3687
5062	PBANKA_1457500	RNA polymerase II transcription factor B subunit 2, putative	PBANKA_145750	TFB2	2790
5063	PBANKA_1457550	ACEA small nucleolar RNA U3	PBANKA_145755		300
5064	PBANKA_1457600	RNA-binding protein, putative	PBANKA_145760		3471
5065	PBANKA_1457700	PIMMS57 protein	PBANKA_145770	PIMMS57	2325
5066	PBANKA_1457800	ADP-ribosylation factor GTPase-activating protein 1, putative	PBANKA_145780	ARFGAP1	891
5067	PBANKA_1457900	conserved protein, unknown function	PBANKA_145790		597
5068	PBANKA_1458000	translation machinery-associated protein 46, putative	PBANKA_145800		1002
5069	PBANKA_1458100	conserved Plasmodium protein, unknown function	PBANKA_145810		2415
5070	PBANKA_1458200	5-formyltetrahydrofolate cyclo-ligase, putative	PBANKA_145820		1248
5071	PBANKA_1458300	kinesin-13, putative	PBANKA_145830		3078
5072	PBANKA_1458400	conserved Plasmodium protein, unknown function	PBANKA_145840		3843
5073	PBANKA_1458500	NEDD8-conjugating enzyme UBC12, putative	PBANKA_145850	UBC12	465
5074	PBANKA_1458600	50S ribosomal protein L3, mitochondrial, putative	PBANKA_145860		1008
5075	PBANKA_1458700	conserved Plasmodium protein, unknown function	PBANKA_145870		1506
5076	PBANKA_1458800	kinesin-15, putative	PBANKA_145880		4245
5077	PBANKA_1458900	epsin-like protein, putative	PBANKA_145890	EpsL	1239
5078	PBANKA_1459000	ankyrin-repeat protein, putative	PBANKA_145900		897
5079	PBANKA_1459100	conserved Plasmodium protein, unknown function	PBANKA_145910		1536
5080	PBANKA_1459200	delta-aminolevulinic acid synthetase	PBANKA_145920	ALAS	1923
5081	PBANKA_1459300	actin I	PBANKA_145930	ACT1	1131
5082	PBANKA_1459400	clathrin adaptor domain-containing protein, putative	PBANKA_145940		2394
5083	PBANKA_1459500	myosin A-tail interacting protein	PBANKA_145950	MTIP	615
5084	PBANKA_1459600	methyltransferase, putative	PBANKA_145960		1587
5085	PBANKA_1459700	pre-mRNA-splicing factor CWC26, putative	PBANKA_145970	BUD13	1356
5086	PBANKA_1459800	conserved Plasmodium protein, unknown function	PBANKA_145980		1119
5087	PBANKA_1459900	signal recognition particle receptor subunit beta, putative	PBANKA_145990	SRPRB	786
5088	PBANKA_1460000	rac-beta serine/threonine protein kinase, putative	PBANKA_146000	PKB	2154
5089	PBANKA_1460100	conserved protein, unknown function	PBANKA_146010		723
5090	PBANKA_1460200	conserved protein, unknown function	PBANKA_146020		492
5091	PBANKA_1460300	GPI mannosyltransferase 2, putative	PBANKA_146030		1650
5092	PBANKA_1460400	peptidyl-prolyl cis-trans isomerase FKBP35, putative	PBANKA_146040	FKBP35	921
5093	PBANKA_1460500	serine/threonine protein kinase, putative	PBANKA_146050		2133
5094	PBANKA_1460600	uroporphyrinogen-III synthase, putative	PBANKA_146060		1434
5095	PBANKA_1460700	dipeptidyl aminopeptidase 2	PBANKA_146070	DPAP2	1668
5096	PBANKA_1460800	U3 small nucleolar RNA-associated protein 11, putative	PBANKA_146080	UTP11	645
5097	PBANKA_1460900	tRNA-splicing endonuclease, putative	PBANKA_146090		579
5098	PBANKA_1461000	methyltransferase, putative	PBANKA_146100		1155
5099	PBANKA_1461100	pre-mRNA-splicing factor RBM22, putative	PBANKA_146110	RBM22	1158
5100	PBANKA_1461200	conserved protein, unknown function	PBANKA_146120		414
5101	PBANKA_1461300	conserved Plasmodium protein, unknown function	PBANKA_146130		864
5102	PBANKA_1461400	bax inhibitor 1, putative	PBANKA_146140		855
5103	PBANKA_1461500	conserved Plasmodium protein, unknown function	PBANKA_146150		2115
5104	PBANKA_1461600	conserved protein, unknown function	PBANKA_146160		4668
5105	PBANKA_1461700	conserved Plasmodium protein, unknown function	PBANKA_146170		288
5106	PBANKA_1461800	26S protease regulatory subunit 8, putative	PBANKA_146180	RPT6	1269
5107	PBANKA_1461900	conserved Plasmodium protein, unknown function	PBANKA_146190		2070
5108	PBANKA_1462000	conserved protein, unknown function	PBANKA_146200		975
5109	PBANKA_1462100	conserved Plasmodium protein, unknown function	PBANKA_146210;PBANKA_146205		456
5110	PBANKA_1462200	protein phosphatase PPM4	PBANKA_146220	PPM4	2265
5111	PBANKA_1462300	conserved Plasmodium protein, unknown function	PBANKA_146230		423
5112	PBANKA_1462400	protein CutA, putative	PBANKA_146240		594
5113	PBANKA_1462500	leucine-rich repeat protein	PBANKA_146250	LRR12	2148
5114	PBANKA_1462600	conserved Plasmodium protein, unknown function	PBANKA_146260		2214
5115	PBANKA_1462700	THO complex subunit 2, putative	PBANKA_146270	THO2	6573
5116	PBANKA_1462800	ribosomal RNA small subunit methyltransferase A2, putative	PBANKA_146280	KsgA2	1413
5117	PBANKA_1462900	rRNA-processing protein FCF2, putative	PBANKA_146290	FCF2	516
5118	PBANKA_1463000	osmiophilic body protein G377	PBANKA_146300	G377	7821
5119	PBANKA_1463100	CSC1-like protein, putative	PBANKA_146310		2850
5120	PBANKA_1463200	vacuolar protein sorting-associated protein 26, putative	PBANKA_146320	VPS26	894
5121	PBANKA_1463300	conserved Plasmodium protein, unknown function	PBANKA_146330		1953
5122	PBANKA_1463400	AP-3 complex subunit sigma, putative	PBANKA_146340		474
5123	PBANKA_1463500	translation initiation factor eIF-2B subunit beta, putative	PBANKA_146350		1593
